study,session,pNo,condition,congruency,sessionOrder,a,v,t0_Ter
3,1,4RLUQWAEOXJ$E&(,deplete,congruent,deplete-control,0.1195,0.2803,0.3967
3,1,4RLUQWAEOXJ$E&(,deplete,incongruent,deplete-control,0.1411,0.2282,0.405
3,2,0M08AE4$O5QFE&(,control,congruent,deplete-control,0.1304,0.2384,0.7877
3,2,0M08AE4$O5QFE&(,control,incongruent,deplete-control,0.1547,0.2515,0.8962
3,1,0M08AE4$O5QFE&(,deplete,congruent,deplete-control,0.14,0.2875,0.8276
3,1,0M08AE4$O5QFE&(,deplete,incongruent,deplete-control,0.1624,0.2777,0.9598
3,1,KMG$TRAEF@IIE&(,control,congruent,control-deplete,0.1073,0.3381,0.4009
3,1,KMG$TRAEF@IIE&(,control,incongruent,control-deplete,0.1126,0.2927,0.4542
3,2,KMG$TRAEF@IIE&(,deplete,congruent,control-deplete,0.1133,0.3576,0.4195
3,2,KMG$TRAEF@IIE&(,deplete,incongruent,control-deplete,0.1207,0.329,0.4477
3,1,LX#2UO10H7!E&(,control,congruent,control-deplete,0.1409,0.2883,0.3164
3,1,LX#2UO10H7!E&(,control,incongruent,control-deplete,0.1149,0.195,0.4112
3,2,LX#2UO10H7!E&(,deplete,congruent,control-deplete,0.175,0.2726,0.3571
3,2,LX#2UO10H7!E&(,deplete,incongruent,control-deplete,0.1255,0.1866,0.4807
3,1,9ZCXEJE12S2G&(,control,congruent,control-deplete,0.109,0.2867,0.4161
3,1,9ZCXEJE12S2G&(,control,incongruent,control-deplete,0.1098,0.1486,0.4526
3,2,9ZCXEJE12S2G&(,deplete,congruent,control-deplete,0.1189,0.3999,0.4224
3,2,9ZCXEJE12S2G&(,deplete,incongruent,control-deplete,0.0934,0.2704,0.4792
3,1,RZ#BH!U9RLHG&(,control,congruent,control-deplete,0.1562,0.3501,0.3567
3,1,RZ#BH!U9RLHG&(,control,incongruent,control-deplete,0.1316,0.2518,0.5522
3,2,RZ#BH!U9RLHG&(,deplete,congruent,control-deplete,0.1511,0.3625,0.3407
3,2,RZ#BH!U9RLHG&(,deplete,incongruent,control-deplete,0.1001,0.1673,0.4809
3,1,@CTJZ12TETFH&(,control,congruent,control-deplete,0.1126,0.2252,0.4099
3,1,@CTJZ12TETFH&(,control,incongruent,control-deplete,0.1104,0.1864,0.4763
3,2,@CTJZ12TETFH&(,deplete,congruent,control-deplete,0.1527,0.3119,0.3777
3,2,@CTJZ12TETFH&(,deplete,incongruent,control-deplete,0.127,0.2609,0.5402
3,2,9#JYG$O77YJH&(,control,congruent,deplete-control,0.144,0.3803,0.4211
3,2,9#JYG$O77YJH&(,control,incongruent,deplete-control,0.1047,0.2884,0.5258
3,1,9#JYG$O77YJH&(,deplete,congruent,deplete-control,0.1161,0.3429,0.445
3,1,9#JYG$O77YJH&(,deplete,incongruent,deplete-control,0.1573,0.2958,0.4225
3,2,BGAETCQ8YLM!H&(,control,congruent,deplete-control,0.1012,0.402,0.4561
3,2,BGAETCQ8YLM!H&(,control,incongruent,deplete-control,0.1039,0.2709,0.5378
3,1,BGAETCQ8YLM!H&(,deplete,congruent,deplete-control,0.1343,0.3553,0.4601
3,1,BGAETCQ8YLM!H&(,deplete,incongruent,deplete-control,0.1562,0.2979,0.5428
3,1,1EO4HLSI&(QRH&(,control,congruent,control-deplete,0.1268,0.3742,0.3635
3,1,1EO4HLSI&(QRH&(,control,incongruent,control-deplete,0.0975,0.2254,0.4324
3,2,1EO4HLSI&(QRH&(,deplete,congruent,control-deplete,0.1039,0.3448,0.4306
3,2,1EO4HLSI&(QRH&(,deplete,incongruent,control-deplete,0.1044,0.3064,0.4747
3,2,ZYB5CF5&(XC&(J&(,control,congruent,deplete-control,0.1607,0.3403,0.3999
3,2,ZYB5CF5&(XC&(J&(,control,incongruent,deplete-control,0.1653,0.2456,0.4907
3,1,ZYB5CF5&(XC&(J&(,deplete,congruent,deplete-control,0.1388,0.3417,0.4731
3,1,ZYB5CF5&(XC&(J&(,deplete,incongruent,deplete-control,0.1097,0.1676,0.5105
3,2,Q$J70@4^^4MJ&(,control,congruent,deplete-control,0.1067,0.3393,0.4215
3,2,Q$J70@4^^4MJ&(,control,incongruent,deplete-control,0.0945,0.263,0.434
3,1,Q$J70@4^^4MJ&(,deplete,congruent,deplete-control,0.1411,0.3388,0.4918
3,1,Q$J70@4^^4MJ&(,deplete,incongruent,deplete-control,0.1094,0.2029,0.5776
3,1,GJK8ZU1&(E77K&(,control,congruent,control-deplete,0.0898,0.2928,0.4259
3,1,GJK8ZU1&(E77K&(,control,incongruent,control-deplete,0.0894,0.2348,0.4631
3,2,GJK8ZU1&(E77K&(,deplete,congruent,control-deplete,0.0825,0.1751,0.3886
3,2,GJK8ZU1&(E77K&(,deplete,incongruent,control-deplete,0.0949,0.2124,0.3939
3,1,0#ZJE9GR21L&(,control,congruent,control-deplete,0.1199,0.3011,0.4668
3,1,0#ZJE9GR21L&(,control,incongruent,control-deplete,0.147,0.2714,0.5959
3,2,0#ZJE9GR21L&(,deplete,congruent,control-deplete,0.1057,0.4489,0.4527
3,2,0#ZJE9GR21L&(,deplete,incongruent,control-deplete,0.1293,0.3584,0.4892
3,1,Z8SZKYCSSMTL&(,control,congruent,control-deplete,0.1615,0.2084,0.3879
3,1,Z8SZKYCSSMTL&(,control,incongruent,control-deplete,0.1084,0.0692,0.7725
3,2,Z8SZKYCSSMTL&(,deplete,congruent,control-deplete,0.1372,0.2671,0.4604
3,2,Z8SZKYCSSMTL&(,deplete,incongruent,control-deplete,0.1337,0.2148,0.7062
3,1,TS4TL!ZU^95!&(,control,congruent,control-deplete,0.1377,0.2942,0.52
3,1,TS4TL!ZU^95!&(,control,incongruent,control-deplete,0.1106,0.1861,0.694
3,2,TS4TL!ZU^95!&(,deplete,congruent,control-deplete,0.1087,0.2692,0.5371
3,2,TS4TL!ZU^95!&(,deplete,incongruent,control-deplete,0.1213,0.3102,0.67
3,2,BS^Z0BU^RX!&(,control,congruent,deplete-control,0.1218,0.3889,0.4327
3,2,BS^Z0BU^RX!&(,control,incongruent,deplete-control,0.131,0.3566,0.4819
3,1,BS^Z0BU^RX!&(,deplete,congruent,deplete-control,0.1126,0.3606,0.437
3,1,BS^Z0BU^RX!&(,deplete,incongruent,deplete-control,0.1086,0.2553,0.4944
3,2,9XZK9LG4H^^O&(,control,congruent,deplete-control,0.102,0.4686,0.4908
3,2,9XZK9LG4H^^O&(,control,incongruent,deplete-control,0.0741,0.0824,0.5077
3,1,9XZK9LG4H^^O&(,deplete,congruent,deplete-control,0.0817,0.4463,0.5152
3,1,9XZK9LG4H^^O&(,deplete,incongruent,deplete-control,0.0657,0.1316,0.503
3,2,&(B!CH7X^094AE&(,control,congruent,deplete-control,0.1459,0.3269,0.4651
3,2,&(B!CH7X^094AE&(,control,incongruent,deplete-control,0.1061,0.1708,0.639
3,1,&(B!CH7X^094AE&(,deplete,congruent,deplete-control,0.1036,0.3241,0.5546
3,1,&(B!CH7X^094AE&(,deplete,incongruent,deplete-control,0.0861,0.0546,0.6644
3,1,^IUS$7G9$B7AE&(,control,congruent,control-deplete,0.1052,0.5206,0.4474
3,1,^IUS$7G9$B7AE&(,control,incongruent,control-deplete,0.1003,0.386,0.4802
3,2,^IUS$7G9$B7AE&(,deplete,congruent,control-deplete,0.1291,0.4189,0.4633
3,2,^IUS$7G9$B7AE&(,deplete,incongruent,control-deplete,0.1373,0.343,0.471
3,2,9@HR95Y1&($$AE&(,control,congruent,deplete-control,0.157,0.3011,0.4458
3,2,9@HR95Y1&($$AE&(,control,incongruent,deplete-control,0.1221,0.1468,0.4931
3,1,9@HR95Y1&($$AE&(,deplete,congruent,deplete-control,0.11,0.3322,0.4507
3,1,9@HR95Y1&($$AE&(,deplete,incongruent,deplete-control,0.1094,0.2362,0.512
3,2,CZ27O8$W#Y9Q&(,control,congruent,deplete-control,0.133,0.4105,0.5633
3,2,CZ27O8$W#Y9Q&(,control,incongruent,deplete-control,0.0782,0.2736,0.8021
3,1,CZ27O8$W#Y9Q&(,deplete,congruent,deplete-control,0.1368,0.3996,0.5636
3,1,CZ27O8$W#Y9Q&(,deplete,incongruent,deplete-control,0.0926,0.2549,0.7827
3,2,Q@0W1G7MFX4R&(,control,congruent,deplete-control,0.2003,0.273,0.4089
3,2,Q@0W1G7MFX4R&(,control,incongruent,deplete-control,0.1799,0.2628,0.6461
3,1,Q@0W1G7MFX4R&(,deplete,congruent,deplete-control,0.2169,0.2517,0.3898
3,1,Q@0W1G7MFX4R&(,deplete,incongruent,deplete-control,0.1395,0.1796,0.6121
3,1,L22ICM1T0@ZR&(,control,congruent,control-deplete,0.1442,0.2792,0.3401
3,1,L22ICM1T0@ZR&(,control,incongruent,control-deplete,0.1246,0.1894,0.3623
3,2,L22ICM1T0@ZR&(,deplete,congruent,control-deplete,0.0942,0.2944,0.3516
3,2,L22ICM1T0@ZR&(,deplete,incongruent,control-deplete,0.0973,0.2445,0.3454
3,1,Q&(K^JI^^Y&(KS&(,control,congruent,control-deplete,0.1789,0.3042,0.3634
3,1,Q&(K^JI^^Y&(KS&(,control,incongruent,control-deplete,0.139,0.2884,0.5467
3,2,Q&(K^JI^^Y&(KS&(,deplete,congruent,control-deplete,0.1377,0.3439,0.4326
3,2,Q&(K^JI^^Y&(KS&(,deplete,incongruent,control-deplete,0.1286,0.2519,0.5277
3,1,IY8AE4M7&(OUKW&(,control,congruent,control-deplete,0.1301,0.4183,0.4287
3,1,IY8AE4M7&(OUKW&(,control,incongruent,control-deplete,0.1142,0.2783,0.5254
3,2,IY8AE4M7&(OUKW&(,deplete,congruent,control-deplete,0.1184,0.4028,0.445
3,2,IY8AE4M7&(OUKW&(,deplete,incongruent,control-deplete,0.1069,0.2575,0.5746
3,1,8WG$ZFC@94TX&(,control,congruent,control-deplete,0.1388,0.2633,0.5059
3,1,8WG$ZFC@94TX&(,control,incongruent,control-deplete,0.1526,0.2661,0.5577
3,2,8WG$ZFC@94TX&(,deplete,congruent,control-deplete,0.1504,0.3618,0.4752
3,2,8WG$ZFC@94TX&(,deplete,incongruent,control-deplete,0.1377,0.291,0.539
3,1,K42KAEM88ETUY&(,control,congruent,control-deplete,0.0965,0.3126,0.3976
3,1,K42KAEM88ETUY&(,control,incongruent,control-deplete,0.0957,0.2597,0.4168
3,2,K42KAEM88ETUY&(,deplete,congruent,control-deplete,0.1122,0.2962,0.4019
3,2,K42KAEM88ETUY&(,deplete,incongruent,control-deplete,0.0976,0.2338,0.4454
3,1,BJFJZX!FWWY&(,control,congruent,control-deplete,0.1168,0.2852,0.4017
3,1,BJFJZX!FWWY&(,control,incongruent,control-deplete,0.1395,-0.2031,0.3715
3,2,BJFJZX!FWWY&(,deplete,congruent,control-deplete,0.1233,0.3287,0.4067
3,2,BJFJZX!FWWY&(,deplete,incongruent,control-deplete,0.1211,0.229,0.4483
3,2,AE&(9JQX4SMBYY&(,control,congruent,deplete-control,0.1466,0.3243,0.4437
3,2,AE&(9JQX4SMBYY&(,control,incongruent,deplete-control,0.1245,0.2276,0.5944
3,1,AE&(9JQX4SMBYY&(,deplete,congruent,deplete-control,0.1178,0.4012,0.4279
3,1,AE&(9JQX4SMBYY&(,deplete,incongruent,deplete-control,0.0936,0.2348,0.4624
3,1,5MI7CAEUBQEYY&(,control,congruent,control-deplete,0.1194,0.3386,0.3805
3,1,5MI7CAEUBQEYY&(,control,incongruent,control-deplete,0.1157,0.2448,0.3941
3,2,5MI7CAEUBQEYY&(,deplete,congruent,control-deplete,0.1017,0.3048,0.4083
3,2,5MI7CAEUBQEYY&(,deplete,incongruent,control-deplete,0.1362,0.2858,0.3942
3,1,L$X0Q&(CUYZ5Z&(,control,congruent,control-deplete,0.1521,0.3584,0.3301
3,1,L$X0Q&(CUYZ5Z&(,control,incongruent,control-deplete,0.1352,0.2452,0.3832
3,2,L$X0Q&(CUYZ5Z&(,deplete,congruent,control-deplete,0.1421,0.3345,0.3235
3,2,L$X0Q&(CUYZ5Z&(,deplete,incongruent,control-deplete,0.1224,0.2693,0.3828
4,2,J0JIRS8OSFK21&(,control,congruent,deplete-control,0.1201,0.2781,0.396
4,2,J0JIRS8OSFK21&(,control,incongruent,deplete-control,0.1121,0.1511,0.4311
4,1,J0JIRS8OSFK21&(,deplete,congruent,deplete-control,0.1738,0.1213,0.2254
4,1,J0JIRS8OSFK21&(,deplete,incongruent,deplete-control,0.1202,0.064,0.5995
4,1,TFOS4CY42M@^1&(,control,congruent,control-deplete,0.1392,0.3936,0.3587
4,1,TFOS4CY42M@^1&(,control,incongruent,control-deplete,0.1424,0.2863,0.3831
4,2,TFOS4CY42M@^1&(,deplete,congruent,control-deplete,0.1259,0.4321,0.4018
4,2,TFOS4CY42M@^1&(,deplete,incongruent,control-deplete,0.1362,0.3496,0.4403
4,2,C1C^&(@@9AE1#51&(,control,congruent,deplete-control,0.1198,0.3988,0.3967
4,2,C1C^&(@@9AE1#51&(,control,incongruent,deplete-control,0.0947,0.2196,0.5365
4,1,C1C^&(@@9AE1#51&(,deplete,congruent,deplete-control,0.1206,0.3381,0.3812
4,1,C1C^&(@@9AE1#51&(,deplete,incongruent,deplete-control,0.1003,0.1866,0.4926
4,1,Y5XK8K!$X0E#1&(,control,congruent,control-deplete,0.1259,0.324,0.3409
4,1,Y5XK8K!$X0E#1&(,control,incongruent,control-deplete,0.0945,0.0578,0.515
4,2,Y5XK8K!$X0E#1&(,deplete,congruent,control-deplete,0.1065,0.3822,0.3827
4,2,Y5XK8K!$X0E#1&(,deplete,incongruent,control-deplete,0.0869,0.1547,0.5155
4,1,F$8Q#BQY0UQ81&(,control,congruent,control-deplete,0.1692,0.3236,0.5301
4,1,F$8Q#BQY0UQ81&(,control,incongruent,control-deplete,0.136,0.1377,0.8079
4,2,F$8Q#BQY0UQ81&(,deplete,congruent,control-deplete,0.1549,0.3531,0.5012
4,2,F$8Q#BQY0UQ81&(,deplete,incongruent,control-deplete,0.1191,0.2379,0.7649
4,2,$WSMWMT2K#@81&(,control,congruent,deplete-control,0.1062,0.345,0.4287
4,2,$WSMWMT2K#@81&(,control,incongruent,deplete-control,0.0993,0.2812,0.5462
4,1,$WSMWMT2K#@81&(,deplete,congruent,deplete-control,0.1835,0.2985,0.3467
4,1,$WSMWMT2K#@81&(,deplete,incongruent,deplete-control,0.1177,0.1269,0.5452
4,1,Z1X&(^7H!S8L91&(,control,congruent,control-deplete,0.1399,0.3417,0.4167
4,1,Z1X&(^7H!S8L91&(,control,incongruent,control-deplete,0.1544,0.264,0.4475
4,2,Z1X&(^7H!S8L91&(,deplete,congruent,control-deplete,0.1262,0.4319,0.401
4,2,Z1X&(^7H!S8L91&(,deplete,incongruent,control-deplete,0.1373,0.3455,0.4525
4,1,8B7S4^2L4FQ&(1&(,control,congruent,control-deplete,0.1697,0.3227,0.4498
4,1,8B7S4^2L4FQ&(1&(,control,incongruent,control-deplete,0.141,0.2388,0.6895
4,2,8B7S4^2L4FQ&(1&(,deplete,congruent,control-deplete,0.1485,0.3676,0.5145
4,2,8B7S4^2L4FQ&(1&(,deplete,incongruent,control-deplete,0.1235,0.2589,0.6628
4,1,G0C44@&(41H9B1&(,control,congruent,control-deplete,0.1606,0.341,0.4872
4,1,G0C44@&(41H9B1&(,control,incongruent,control-deplete,0.1456,0.28,0.5609
4,2,G0C44@&(41H9B1&(,deplete,congruent,control-deplete,0.1432,0.3331,0.4359
4,2,G0C44@&(41H9B1&(,deplete,incongruent,control-deplete,0.1389,0.3378,0.5409
4,1,0J!7GO2JFE&(B1&(,control,congruent,control-deplete,0.1776,0.3084,0.5229
4,1,0J!7GO2JFE&(B1&(,control,incongruent,control-deplete,0.1401,0.1712,0.6902
4,2,0J!7GO2JFE&(B1&(,deplete,congruent,control-deplete,0.1201,0.3373,0.4856
4,2,0J!7GO2JFE&(B1&(,deplete,incongruent,control-deplete,0.1189,0.2157,0.5556
4,1,&(L7T#1QX5RHB1&(,control,congruent,control-deplete,0.1478,0.3233,0.3319
4,1,&(L7T#1QX5RHB1&(,control,incongruent,control-deplete,0.1147,0.2091,0.4057
4,2,&(L7T#1QX5RHB1&(,deplete,congruent,control-deplete,0.1211,0.3353,0.3775
4,2,&(L7T#1QX5RHB1&(,deplete,incongruent,control-deplete,0.1146,0.2286,0.4591
4,2,T!QRUTMBXJRB1&(,control,congruent,deplete-control,0.1505,0.3164,0.3779
4,2,T!QRUTMBXJRB1&(,control,incongruent,deplete-control,0.1041,0.2192,0.5013
4,1,T!QRUTMBXJRB1&(,deplete,congruent,deplete-control,0.1708,0.2798,0.3518
4,1,T!QRUTMBXJRB1&(,deplete,incongruent,deplete-control,0.2163,0.122,0.1012
4,2,UE7CI$AEOM$GC1&(,control,congruent,deplete-control,0.1275,0.3749,0.4175
4,2,UE7CI$AEOM$GC1&(,control,incongruent,deplete-control,0.1018,0.2461,0.4754
4,1,UE7CI$AEOM$GC1&(,deplete,congruent,deplete-control,0.1152,0.354,0.4611
4,1,UE7CI$AEOM$GC1&(,deplete,incongruent,deplete-control,0.1315,0.2007,0.5799
4,1,#B$G9RAEE44U$1&(,control,congruent,control-deplete,0.1794,0.2664,0.3292
4,1,#B$G9RAEE44U$1&(,control,incongruent,control-deplete,0.1384,0.2128,0.4034
4,2,#B$G9RAEE44U$1&(,deplete,congruent,control-deplete,0.1101,0.3025,0.4232
4,2,#B$G9RAEE44U$1&(,deplete,incongruent,control-deplete,0.1493,0.2659,0.3289
4,2,&(U^QIEEHL1QE1&(,control,congruent,deplete-control,0.098,0.3107,0.3881
4,2,&(U^QIEEHL1QE1&(,control,incongruent,deplete-control,0.1077,0.3042,0.3998
4,1,&(U^QIEEHL1QE1&(,deplete,congruent,deplete-control,0.1023,0.3065,0.3587
4,1,&(U^QIEEHL1QE1&(,deplete,incongruent,deplete-control,0.1266,0.3775,0.3336
4,2,RSL11RJAEIB1F1&(,control,congruent,deplete-control,0.1408,0.3884,0.3645
4,2,RSL11RJAEIB1F1&(,control,incongruent,deplete-control,0.1487,0.3143,0.4722
4,1,RSL11RJAEIB1F1&(,deplete,congruent,deplete-control,0.157,0.3488,0.305
4,1,RSL11RJAEIB1F1&(,deplete,incongruent,deplete-control,0.1867,0.2184,0.2857
4,2,AERH!!1G!^$KG1&(,control,congruent,deplete-control,0.1513,0.3135,0.4278
4,2,AERH!!1G!^$KG1&(,control,incongruent,deplete-control,0.1574,0.3014,0.5127
4,1,AERH!!1G!^$KG1&(,deplete,congruent,deplete-control,0.1548,0.1705,0.4249
4,1,AERH!!1G!^$KG1&(,deplete,incongruent,deplete-control,0.398,0.074,-1.3755
4,1,U$H27WHBIAERG1&(,control,congruent,control-deplete,0.131,0.3113,0.373
4,1,U$H27WHBIAERG1&(,control,incongruent,control-deplete,0.1314,0.1826,0.4485
4,2,U$H27WHBIAERG1&(,deplete,congruent,control-deplete,0.1211,0.3946,0.4115
4,2,U$H27WHBIAERG1&(,deplete,incongruent,control-deplete,0.1193,0.3359,0.5304
4,1,IBXKRZ8B#8JI1&(,control,congruent,control-deplete,0.113,0.2774,0.3498
4,1,IBXKRZ8B#8JI1&(,control,incongruent,control-deplete,0.1388,0.2937,0.3517
4,2,IBXKRZ8B#8JI1&(,deplete,congruent,control-deplete,0.1016,0.2863,0.4301
4,2,IBXKRZ8B#8JI1&(,deplete,incongruent,control-deplete,0.1043,0.2478,0.4716
4,2,WF1TXUHJS0GJ1&(,control,congruent,deplete-control,0.1536,0.31,0.4338
4,2,WF1TXUHJS0GJ1&(,control,incongruent,deplete-control,0.1317,0.2489,0.526
4,1,WF1TXUHJS0GJ1&(,deplete,congruent,deplete-control,0.1087,0.2885,0.4726
4,1,WF1TXUHJS0GJ1&(,deplete,incongruent,deplete-control,0.1252,0.1756,0.5006
4,2,9J$CU9L5BT2K1&(,control,congruent,deplete-control,0.1502,0.3642,0.3251
4,2,9J$CU9L5BT2K1&(,control,incongruent,deplete-control,0.1517,0.3104,0.4446
4,1,9J$CU9L5BT2K1&(,deplete,congruent,deplete-control,0.1255,0.4362,0.3312
4,1,9J$CU9L5BT2K1&(,deplete,incongruent,deplete-control,0.1187,0.3435,0.3876
4,1,ZO98&(R2R91GL1&(,control,congruent,control-deplete,0.1012,0.4722,0.3734
4,1,ZO98&(R2R91GL1&(,control,incongruent,control-deplete,0.1009,0.2617,0.4681
4,2,ZO98&(R2R91GL1&(,deplete,congruent,control-deplete,0.099,0.48,0.3936
4,2,ZO98&(R2R91GL1&(,deplete,incongruent,control-deplete,0.0717,0.2712,0.5063
4,1,AEJ#KRYFB4F1M1&(,control,congruent,control-deplete,0.1078,0.3125,0.3873
4,1,AEJ#KRYFB4F1M1&(,control,incongruent,control-deplete,0.1376,0.2963,0.3818
4,2,AEJ#KRYFB4F1M1&(,deplete,congruent,control-deplete,0.1009,0.2711,0.4255
4,2,AEJ#KRYFB4F1M1&(,deplete,incongruent,control-deplete,0.1109,0.3021,0.4681
4,2,TO9J!Z^X#CMM1&(,control,congruent,deplete-control,0.1465,0.3721,0.4649
4,2,TO9J!Z^X#CMM1&(,control,incongruent,deplete-control,0.1219,0.2688,0.5489
4,1,TO9J!Z^X#CMM1&(,deplete,congruent,deplete-control,0.1642,0.3336,0.4759
4,1,TO9J!Z^X#CMM1&(,deplete,incongruent,deplete-control,0.1255,0.2346,0.6641
4,2,QKKL2W7JYUJAE1&(,control,congruent,deplete-control,0.1613,0.3379,0.3854
4,2,QKKL2W7JYUJAE1&(,control,incongruent,deplete-control,0.0892,0.1555,0.6484
4,1,QKKL2W7JYUJAE1&(,deplete,congruent,deplete-control,0.1702,0.3217,0.3861
4,1,QKKL2W7JYUJAE1&(,deplete,incongruent,deplete-control,0.1234,0.1781,0.5909
4,2,ZH#T2URXBR8R1&(,control,congruent,deplete-control,0.1274,0.375,0.3611
4,2,ZH#T2URXBR8R1&(,control,incongruent,deplete-control,0.0993,0.2359,0.4185
4,1,ZH#T2URXBR8R1&(,deplete,congruent,deplete-control,0.1367,0.3497,0.4377
4,1,ZH#T2URXBR8R1&(,deplete,incongruent,deplete-control,0.1592,0.2561,0.4237
4,1,SI1HU0&(KWLHS1&(,control,congruent,control-deplete,0.1527,0.3587,0.3788
4,1,SI1HU0&(KWLHS1&(,control,incongruent,control-deplete,0.1271,0.2317,0.4704
4,2,SI1HU0&(KWLHS1&(,deplete,congruent,control-deplete,0.102,0.3971,0.4583
4,2,SI1HU0&(KWLHS1&(,deplete,incongruent,control-deplete,0.0904,0.2793,0.5379
4,1,CAEW$C1&(QWF$T1&(,control,congruent,control-deplete,0.1809,0.2254,0.2918
4,1,CAEW$C1&(QWF$T1&(,control,incongruent,control-deplete,0.1476,0.1371,0.4969
4,2,CAEW$C1&(QWF$T1&(,deplete,congruent,control-deplete,0.1504,0.3607,0.4171
4,2,CAEW$C1&(QWF$T1&(,deplete,incongruent,control-deplete,0.1094,0.1701,0.6017
4,1,SU7XQ$TB#QLT1&(,control,congruent,control-deplete,0.1473,0.3719,0.3616
4,1,SU7XQ$TB#QLT1&(,control,incongruent,control-deplete,0.105,0.2284,0.4644
4,2,SU7XQ$TB#QLT1&(,deplete,congruent,control-deplete,0.1293,0.4224,0.3884
4,2,SU7XQ$TB#QLT1&(,deplete,incongruent,control-deplete,0.0975,0.3399,0.4415
4,2,^2#YAE72$0BCU1&(,control,congruent,deplete-control,0.1339,0.3543,0.3848
4,2,^2#YAE72$0BCU1&(,control,incongruent,deplete-control,0.1528,0.3045,0.3479
4,1,^2#YAE72$0BCU1&(,deplete,congruent,deplete-control,0.1611,0.3399,0.3315
4,1,^2#YAE72$0BCU1&(,deplete,incongruent,deplete-control,0.1668,0.2865,0.3153
4,2,$2YEJHETW^RW1&(,control,congruent,deplete-control,0.104,0.4588,0.4181
4,2,$2YEJHETW^RW1&(,control,incongruent,deplete-control,0.0966,0.3153,0.5329
4,1,$2YEJHETW^RW1&(,deplete,congruent,deplete-control,0.1439,0.3806,0.3987
4,1,$2YEJHETW^RW1&(,deplete,incongruent,deplete-control,0.1033,0.2555,0.6239
4,1,BWGO!E7&(JT&(X1&(,control,congruent,control-deplete,0.1655,0.2887,0.5254
4,1,BWGO!E7&(JT&(X1&(,control,incongruent,control-deplete,0.1624,0.2073,0.6761
4,2,BWGO!E7&(JT&(X1&(,deplete,congruent,control-deplete,0.1644,0.3326,0.5302
4,2,BWGO!E7&(JT&(X1&(,deplete,incongruent,control-deplete,0.1319,0.3078,0.7499
4,2,1KKMXL@T^UTX1&(,control,congruent,deplete-control,0.1349,0.3537,0.3852
4,2,1KKMXL@T^UTX1&(,control,incongruent,deplete-control,0.1044,0.2206,0.4707
4,1,1KKMXL@T^UTX1&(,deplete,congruent,deplete-control,0.1261,0.3791,0.3816
4,1,1KKMXL@T^UTX1&(,deplete,incongruent,deplete-control,0.1317,0.2004,0.3633
4,1,BR01AE@24B!XX1&(,control,congruent,control-deplete,0.2935,0.1144,-0.4185
4,1,BR01AE@24B!XX1&(,control,incongruent,control-deplete,0.2248,0.1067,0.1736
4,2,BR01AE@24B!XX1&(,deplete,congruent,control-deplete,0.1022,0.2811,0.4186
4,2,BR01AE@24B!XX1&(,deplete,incongruent,control-deplete,0.1338,0.2982,0.3974
4,1,XK$^&(1@^M@R02&(,control,congruent,control-deplete,0.1454,0.3765,0.4366
4,1,XK$^&(1@^M@R02&(,control,incongruent,control-deplete,0.1568,0.26,0.5337
4,2,XK$^&(1@^M@R02&(,deplete,congruent,control-deplete,0.1104,0.3693,0.4126
4,2,XK$^&(1@^M@R02&(,deplete,incongruent,control-deplete,0.1329,0.3543,0.4654
4,2,Z0CZBUWCES$42&(,control,congruent,deplete-control,0.0896,0.3276,0.3519
4,2,Z0CZBUWCES$42&(,control,incongruent,deplete-control,0.1227,0.3296,0.3458
4,1,Z0CZBUWCES$42&(,deplete,congruent,deplete-control,0.1051,0.3881,0.389
4,1,Z0CZBUWCES$42&(,deplete,incongruent,deplete-control,0.0942,0.2546,0.4029
4,1,GR#44CXAE7HF52&(,control,congruent,control-deplete,0.1439,0.2341,0.3315
4,1,GR#44CXAE7HF52&(,control,incongruent,control-deplete,0.1459,0.1643,0.4148
4,2,GR#44CXAE7HF52&(,deplete,congruent,control-deplete,0.1013,0.2899,0.3953
4,2,GR#44CXAE7HF52&(,deplete,incongruent,control-deplete,0.1087,0.1648,0.4058
4,1,1!FZUOUAE^MK52&(,control,congruent,control-deplete,0.123,0.3885,0.3664
4,1,1!FZUOUAE^MK52&(,control,incongruent,control-deplete,0.1456,0.28,0.3701
4,2,1!FZUOUAE^MK52&(,deplete,congruent,control-deplete,0.1114,0.425,0.3938
4,2,1!FZUOUAE^MK52&(,deplete,incongruent,control-deplete,0.0981,0.2595,0.4183
4,1,1!TZ&(J04K0!52&(,control,congruent,control-deplete,0.1734,0.3159,0.3709
4,1,1!TZ&(J04K0!52&(,control,incongruent,control-deplete,0.1981,0.2412,0.3096
4,2,1!TZ&(J04K0!52&(,deplete,congruent,control-deplete,0.102,0.3972,0.4496
4,2,1!TZ&(J04K0!52&(,deplete,incongruent,control-deplete,0.1352,0.3495,0.4252
4,1,C0@4UILFH8#82&(,control,congruent,control-deplete,0.1578,0.3471,0.4603
4,1,C0@4UILFH8#82&(,control,incongruent,control-deplete,0.1465,0.1801,0.5618
4,2,C0@4UILFH8#82&(,deplete,congruent,control-deplete,0.1537,0.3564,0.4258
4,2,C0@4UILFH8#82&(,deplete,incongruent,control-deplete,0.1325,0.2458,0.6285
4,1,E5IZH@&(X7RC92&(,control,congruent,control-deplete,0.1151,0.4153,0.4657
4,1,E5IZH@&(X7RC92&(,control,incongruent,control-deplete,0.0934,0.2353,0.5363
4,2,E5IZH@&(X7RC92&(,deplete,congruent,control-deplete,0.1131,0.3225,0.5246
